video_info,entities_prediction
"<НАЗВАНИЕ:> Туристы из США приезжают в Чернобыль и пропадают там навсегда, после того как встречают мутантов <ОПИСАНИЕ:>Краткий пересказ сюжета фильма «Запретная зона» (2012) Шестеро туристов нанимают гида и отправляются в Припять. Там они понимают, что не одни в этом мёртвом городе. Оригинальное название: Chernobyl Diaries Страна: США Режиссер: Брэдли Паркер Жанр: ужасы, триллер, Привет, я Краткий Талант. И я, стараюсь сэкономить ваше драгоценное время пересказывая сюжеты фильмов. После просмотра моего ролика, Вы сможете решить смотреть фильм полностью или не смотреть вовсе. Помните, что Краткость — сестра таланта. Подписывайтесь на канал, чтобы смотреть пересказ фильма в числе первых. По вопросам авторского права, пожалуйста, свяжитесь с нами по адресу: <AT> Теги: #КраткийТалант #Краткийпересказ #Сюжетфильма #Пересказсюжета","['O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Обзор пляжей Пхукета и красивейшие рестораны. Surin Beach, Kamala Beach. <ОПИСАНИЕ:>В этом выпуске обзор пляжей Surin beach, Kamala Beach, рестораны 5 отелей, доступные любому туристу. Моя первая поездка в Таиланд на три месяца. Объездила самые красивые места и делюсь ими с вами 🫶 потому что все должны знать, что Таиланд это не только отель и пляж при нем. Это роскошный сервис по адекватной цене и множество интересных и красивых мест, куда не везут обычного туриста по путевке. ✨ Мой Инстаграм <AT> <LINK> Там подробно делюсь лайфхаками своих путешествий","['O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Сериал ""Как заработать миллион/ Или Яна без изъЯна"" 16 серия. Комедийный сериал от 1 лица <ОПИСАНИЕ:>Совместить жизнь миллионерши и многодетной мамы? Реально? Сериал о разведённой женщине с 3 детьми. Которая вынуждена снимать однушку и мечтать о деньгах и славе! Насмотревшись ‘Марафонов желаний’ и советов Миллионеров в мотивирующих видео, она решает действовать💪 И, следуя этим советам через год выйти на заработок в 1 000 000 рублей☝️ Ранний подъем, спорт, чтение и медитация🤦♀️ А ещё дневник мыслей утром и дневник благодарности перед сном: как это все невпихуемое впихнуть в обычную жизнь многодетной мамы? С какими трудностями она столкнется, формируя столько новых привычек? Не пропустите самый жизненный сериал от первого лица😉","['O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'B-серия', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
<НАЗВАНИЕ:> Обзор Toyota Land Cruiser 100. Легенда японского автопрома. = В гостях у Ежа. <ОПИСАНИЕ:>___________________________________________________________ Поддержать наш канал вы сможетепо вот этой ссылке: <LINK> ЗАРАНЕЕ ОГРОМНОЕ ВАМ СПАСИБО!!! ___________________________________________________________ Мы есть в ТЕЛЕГЕ: <LINK> А ещё в ВК: <LINK> На YouTube : <LINK>/<AT>/about Ну а так же в запрещённой в рф соц сети Сам еж: <LINK>... Брат ежа: <LINK>...,"['O', 'O', 'O', 'O', 'O', 'B-бренд', 'B-модель', 'B-модель', 'I-модель', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Лондон Солнечный день Прогулка по Челси Лондон Кингс=роуд от Слоун=сквер | London Walk [4K HDR] <ОПИСАНИЕ:>Сегодня мы прогуляемся от Слоун сквер в Челси до Кингс роуд.По пути вы увидите красивые боковые улочки, такие как площадь Герцога Йоркского, которая очаровала множеством ресторанов и роскошных домов. Еще одна улица, называемая Слоан стрит, это та, где расположены известные бренды. Лондон <LINK> Путешествие продолжается <LINK> ASMR АСМР контент <LINK>","['O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'B-локация', 'B-локация', 'I-локация', 'I-локация', 'I-локация', 'O', 'B-локация', 'I-локация', 'I-локация', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'B-локация', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Офисный клерк стал главарем крупной банды из=за случайности <ОПИСАНИЕ:>Есть такая поговорка от тюрьмы и от сумы не зарекайся. Что вы будете делать, если из за оплошности попадете в тюрьму? Своеобразный ответ на этот вопрос в этом видео! Успешный биржевой брокер и примерный семьянин Джейкоб Харлон за один вечер навсегда распрощался со своими планами на жизнь, семьей и карьерой. По глупости он становится виновником ДТП, которое круто меняет его жизнь. Краткий пересказ фильма, название которого можно узнать на 4 й секунде ролика.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Заклятье: Спуск к дьяволу — Финальный русский трейлер (2022) <ОПИСАНИЕ:>Русский трейлер фильма : Заклятье: Спуск к дьяволу (2022) Оригинальное название : The Cellar Год съемок : (2021) Дата выхода в РФ : 12 мая (2022) Дата выхода в мире : 12 марта (2022) Жанр : ужасы Страна : Ирландия Дистрибьютор : «Экспонента» Режиссер : Брендан Малдауни В ролях : Элиша Катберт, Оуэн Мэкен, Тара Ли, Диллон Фицморис Брэйди, Эбби Мэй Фицморис, Аарон Монахэн и др... О фильме : Дочь Киры Вудс таинственным образом исчезает в подвале их нового загородного дома. Вскоре Кира обнаруживает, что дом контролирует древняя и могущественная сущность, с которой ей придется сразиться, чтобы защитить души своей семьи.","['O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'I-название проекта', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'B-Дата', 'I-Дата', 'I-Дата', 'I-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'I-Дата', 'I-Дата', 'I-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> К 19. Факты из истории самой известной подводной лодки СССР. Аварии и героизм экипажа. <ОПИСАНИЕ:>Авария с наибольшим числом жертв произошла на К 19 24 февраля 1972 года, во время боевого патрулирования в Северной Атлантике. За 10 дней до возвращения на базу на лодке возник мощный пожар, охвативший восьмой и девятый отсеки. Первый советский подводный атомный ракетоносец «проекта 658» был заложен на Северном машиностроительном предприятии в Северодвинске 17 октября 1958 года. Принципиально новое боевое судно вступило в строй в ноябре 1960 года, а в состав Северного флота было включено в июне 1961 года.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'I-Дата', 'I-Дата', 'I-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'I-организация', 'I-организация', 'O', 'B-локация', 'B-Дата', 'I-Дата', 'I-Дата', 'I-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'I-Дата', 'I-Дата', 'O', 'O', 'O', 'O', 'B-организация', 'I-организация', 'O', 'O', 'O', 'B-Дата', 'I-Дата', 'I-Дата', 'O']"
"<НАЗВАНИЕ:> Крузак за миллион. Toyota Land Cruiser 80. Легендарная Тойота! Что с ним стало? Лиса рулит <ОПИСАНИЕ:>Лучшие цены на новые авто на Autospot: <LINK> СТРАХОВАТЬСЯ У МЕНЯ: <AT> МОЙ СТРАХОВОЙ БРОКЕР: <LINK> По рекламе и сотрудничеству: <AT> МОЙ ВТОРОЙ КАНАЛ: <LINK> Я В ИНСТАГРАМ: <LINK> В тойота лэнд крузер 80 сделали шикарную кровать. Машина очень надежная и проходимая и подходит для автопутешествий. Слабые места Toyota Land Cruiser 80 в моем выпуске Здесь много про авто: <LINK> Всем привет, меня зовут Елена Лисовская и я автор проекта ""Лиса рулит"". Вся моя жизнь связана с авто. В своем блоге я делюсь знаниями о тачках, делаю интересные проекты, а также разоблачаю жуликов и перекупов. Подписывайтесь не пожалеете! И не забудьте про колокольчик) #тойота #toyota #toyotalandcruiser #машина #тестдрайв #лисарулит #еленалисовская","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-бренд', 'I-модель', 'I-модель', 'I-модель', 'O', 'O', 'B-бренд', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-бренд', 'B-модель', 'I-модель', 'I-модель', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-бренд', 'B-модель', 'I-модель', 'I-модель', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Сайт администрации обновят ко Дню рождения Хабаровска <ОПИСАНИЕ:>Обращения в администрацию города через социальные сети выросло в несколько раз. Через Инстаграм, ВКонтакте, Одноклассники и другие ресурсы жители Хабаровска обращаются в городские управления по разным вопросам. Но самым объёмным и полным ресурсом со всей информацией, которая нужна жителям города, на протяжении многих лет остаётся официальный сайт администрации. Его через полгода планируют обновить. Как именно – смотрите с этом сюжете.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Осколки 2 сезон 1=16 серия (Мелодрама 2021) обзор, дата выхода <ОПИСАНИЕ:>Премьера 2021 ""Осколки"" 2 сезон 1 16 серии обзор, дата выхода на Россия 1. Главные роли исполнят: Александр Дьяченко, Наталия Антонова, Татьяна Черкасова, Ольга Кирсанова. #осколки#осколки2#осколки1серия#мелодрама","['O', 'O', 'O', 'O', 'B-название проекта', 'B-серия', 'O', 'B-серия', 'O', 'B-серия', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'B-название проекта', 'O', 'B-серия', 'O', 'B-серия', 'B-серия', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> ЛУЧШИЕ ВАЙНЫ 2019 BIG NEWS Инстаграм | Подборка Лучших Вайнов СМЕХА | ЛУЧШИЕ ПРИКОЛЫ 14.03.19 <ОПИСАНИЕ:>ЛУЧШИЕ ВАЙНЫ 2019 | Новые Вайны Инстаграм | Подборка Лучших Вайнов СЕКУНД СМЕХА На этом канале выходят ежедневно лучшие вайны недели, а так же подборки вайнов от лучших российских, казахских и прочих вайнеров. Поэтом обязательно подпишись на порцию новых вайн от твоих любимых инставайнеров! Список вайнеров в instagram: <AT> <AT> <AT> <AT> <AT> <AT> <AT> <AT> <AT> <AT> <AT> <AT> <AT> <AT> Все авторские права принадлежат Их законным владельцам. Если вы являетесь автором Фрагмента из выпуска и его Распространение ущемляет Ваши авторские права просим связаться с нами <AT> (Лилия Абрамова) <AT> (Андрей Борисов)","['O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O']"
<НАЗВАНИЕ:> КВН Сборная МФЮА = После поражения сборной России по хоккею <ОПИСАНИЕ:>КВН 2014 1/8 приветствие YouTube <LINK> Официальный сайт КВН <LINK>/ Vkontakte <LINK> Приобрести билет на игры Высшей Лиги КВН <LINK> #KVN #КВН #приколы #шутки #юмор #Галустян #Рева #Светлаков #Слепаков #Харламов,"['O', 'O', 'O', 'O', 'B-название проекта', 'O', 'I-команда', 'O', 'O', 'O', 'O', 'I-команда', 'O', 'B-вид спорта', 'O', 'O', 'O', 'O', 'B-название проекта', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-лига', 'O', 'B-название проекта', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Выставка «Годы. Тропы. Родники» открылась в Художественном музее <ОПИСАНИЕ:>В Художественном музее открылась выставка сразу двух дальневосточных художников. Владимир Хрустов представил более 20 ти работ о жизни малых северных народов, а Николай Акишкин картины из меха и обереги из костей. Подробности в сюжете Анастасии Незнановой.","['O', 'O', 'O', 'O', 'O', 'O', 'B-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'I-название проекта', 'O', 'O', 'O', 'B-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-персона', 'I-персона', 'O']"
"<НАЗВАНИЕ:> ЛУЧШИЕ ДТП,ДРАКИ и АВАРИИ 17.11.2021 с видеорегистраторов №72. Баба за рулем"" #ДТП #аварии <ОПИСАНИЕ:>#Драки #ДТП #Авария На развитие канала и чаек: qiwi.com/n/AVTOCRASH QIWI Кошелек Скинуть видео для подборки: <AT> По рекламе, сотрудничеству и тд сюда: <AT> ДТП,ДРАКИ и АВАРИИ 17.11.2021 с видеорегистраторов №72.BEST OF DASHCAMS. Самый умный. ДТП. Быдло и учителя.Karmа #ДТП #Аварии #драка #FAILSROAD #учителя #быдло #карма","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"<НАЗВАНИЕ:> Все необходимые мероприятия прописываются в распоряжении министерства энергетики и промышленности <ОПИСАНИЕ:>Все необходимые мероприятия, которые требуются выполнить по газоснабжению и электроснабжению органам местного самоуправления, прописываются в распоряжении министерства энергетики, промышленности и связи. Это подготовка плана, постановка бесхозных сетей на учёт, отслеживание и своевременная передача этих сетей в сетевые организации, работа с задолженностью муниципальных организаций. Об этом рассказал заместитель министра энергетики, промышленности и связи Ставропольского края Василий Глушаков.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-организация', 'I-организация', 'I-организация', 'I-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-организация', 'O', 'I-организация', 'O', 'I-организация', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-локация', 'I-локация', 'B-персона', 'I-персона', 'O']"
"<НАЗВАНИЕ:> Сеструха 2 сезон 1,2,3,4,5,6,7,8 серия | Сеструха 2 сезон смотреть бесплатно онлайн <ОПИСАНИЕ:>бесплатно сериал сеструха сериал сеструха сериал сеструха 2022 сериал сеструха онлайн сериал сеструха смотреть онлайн сеструха сеструха 2022 сеструха бесплатно сеструха онлайн сеструха онлайн бесплатно сеструха смотреть онлайн сеструха смотреть онлайн бесплатно смотреть бесплатно сериал сеструха смотреть бесплатно сеструха смотреть сериал сеструха смотреть сеструха","['O', 'O', 'O', 'O', 'B-название проекта', 'B-серия', 'O', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'B-серия', 'O', 'O', 'B-название проекта', 'B-серия', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Дата', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
